"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nbt_cidd_2.csv",,,,"Date:","26 Sep 2019 07:24:50 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 09:40:52,0.0,0.508,99.492,0.0,0.0,0.0,705970176.0,24698880.0,812249088.0,2600407040.0,0.0,0.0,4241989.0,4247134.0,0.0,0.0,java / 0:4288512
26-09 09:40:53,1.508,0.503,97.487,0.503,0.0,0.0,705335296.0,24707072.0,816640000.0,2596642816.0,0.0,24576.0,4307708.0,4312965.0,0.0,2.0,java / 0:4292608
26-09 09:40:54,1.005,1.005,97.990,0.0,0.0,0.0,705740800.0,24707072.0,820973568.0,2591903744.0,0.0,0.0,4307137.0,4312435.0,0.0,0.0,java / 0:4288512
26-09 09:40:55,1.508,0.0,98.492,0.0,0.0,0.0,705712128.0,24707072.0,825192448.0,2587713536.0,0.0,0.0,4307269.0,4312419.0,0.0,0.0,java / 0:4227072
26-09 09:40:56,0.508,0.508,98.985,0.0,0.0,0.0,705683456.0,24707072.0,829345792.0,2583588864.0,0.0,0.0,4241990.0,4247638.0,0.0,0.0,java / 0:4292608
26-09 09:40:57,0.503,1.005,97.990,0.0,0.0,0.503,705359872.0,24707072.0,833568768.0,2579689472.0,0.0,0.0,4176691.0,4181831.0,0.0,0.0,java / 0:4096000
26-09 09:40:58,1.485,1.485,96.040,0.990,0.0,0.0,705384448.0,24719360.0,837853184.0,2575368192.0,0.0,57344.0,4241815.0,4247093.0,0.0,2.0,java / 0:4227072
26-09 09:40:59,0.505,1.010,98.485,0.0,0.0,0.0,704970752.0,24719360.0,842043392.0,2571591680.0,0.0,0.0,4176932.0,4182487.0,0.0,0.0,java / 0:4161536
26-09 09:41:00,0.500,1.0,98.500,0.0,0.0,0.0,705015808.0,24719360.0,846061568.0,2567528448.0,0.0,0.0,4046179.0,4051213.0,0.0,0.0,java / 0:4026368
26-09 09:41:01,0.505,0.505,98.990,0.0,0.0,0.0,704892928.0,24719360.0,850149376.0,2563563520.0,0.0,0.0,4176691.0,4181867.0,0.0,0.0,java / 0:4161536
26-09 09:41:02,1.005,1.508,94.472,2.513,0.0,0.503,705216512.0,24719360.0,854462464.0,2558926848.0,0.0,22650880.0,4307774.0,4313133.0,0.0,67.0,java / 0:4358144
26-09 09:41:03,0.505,1.515,89.899,8.081,0.0,0.0,705400832.0,24727552.0,858832896.0,2554363904.0,0.0,76791808.0,4308338.0,4312579.0,0.0,184.0,java / 0:4296704
26-09 09:41:04,1.005,0.503,97.990,0.0,0.0,0.503,705413120.0,24727552.0,862908416.0,2550276096.0,0.0,0.0,4241881.0,4247202.0,0.0,0.0,java / 0:4227072
26-09 09:41:05,0.500,1.500,98.0,0.0,0.0,0.0,705527808.0,24727552.0,867336192.0,2545733632.0,0.0,0.0,4372766.0,4378526.0,0.0,0.0,java / 0:4288512
26-09 09:41:06,1.005,1.005,97.990,0.0,0.0,0.0,705466368.0,24727552.0,871579648.0,2541551616.0,0.0,0.0,4242145.0,4247260.0,0.0,0.0,java / 0:4227072
26-09 09:41:07,1.0,1.0,98.0,0.0,0.0,0.0,705945600.0,24727552.0,875556864.0,2537095168.0,0.0,0.0,4111777.0,4117019.0,0.0,0.0,java / 0:4161536
26-09 09:41:08,0.990,2.475,95.545,0.990,0.0,0.0,705531904.0,24735744.0,879951872.0,2533105664.0,0.0,1003520.0,4242980.0,4247938.0,0.0,9.0,java / 0:4247552
26-09 09:41:09,0.0,1.005,98.492,0.0,0.0,0.503,705896448.0,24735744.0,883879936.0,2528813056.0,0.0,0.0,3981451.0,3986161.0,0.0,0.0,java / 0:3960832
26-09 09:41:10,1.0,1.0,98.0,0.0,0.0,0.0,705847296.0,24735744.0,888143872.0,2524598272.0,0.0,0.0,4307390.0,4247408.0,0.0,0.0,java / 0:4227072
26-09 09:41:11,1.0,0.500,98.500,0.0,0.0,0.0,705839104.0,24735744.0,889856000.0,2522894336.0,0.0,0.0,1798954.0,1866103.0,0.0,0.0,java / 0:1794048
26-09 09:41:12,0.498,0.498,99.005,0.0,0.0,0.0,705585152.0,24735744.0,889954304.0,2523049984.0,0.0,0.0,241.0,939.0,0.0,0.0,java / 0:1794048
26-09 09:41:13,0.500,0.0,98.500,1.0,0.0,0.0,705552384.0,24743936.0,889946112.0,2523082752.0,0.0,57344.0,241.0,915.0,0.0,3.0,java / 0:1794048
26-09 09:41:14,0.0,0.503,99.497,0.0,0.0,0.0,705544192.0,24743936.0,889954304.0,2523082752.0,0.0,0.0,428.0,1947.0,0.0,0.0,java / 0:1794048
26-09 09:41:15,0.0,0.0,100.0,0.0,0.0,0.0,705511424.0,24743936.0,889954304.0,2523115520.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1794048
26-09 09:41:16,0.500,0.500,99.0,0.0,0.0,0.0,705511424.0,24743936.0,889954304.0,2523115520.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1794048
26-09 09:41:17,0.503,0.0,99.497,0.0,0.0,0.0,706035712.0,24743936.0,889954304.0,2522591232.0,0.0,0.0,350.0,1461.0,0.0,0.0,java / 0:1794048
26-09 09:41:18,0.495,0.495,98.515,0.0,0.0,0.495,706002944.0,24743936.0,889954304.0,2522624000.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1794048
26-09 09:41:19,0.0,0.0,100.0,0.0,0.0,0.0,705994752.0,24752128.0,889954304.0,2522624000.0,0.0,12288.0,241.0,915.0,0.0,2.0,java / 0:1794048
26-09 09:41:20,0.500,0.0,99.500,0.0,0.0,0.0,705961984.0,24752128.0,889954304.0,2522656768.0,0.0,0.0,350.0,1543.0,0.0,0.0,java / 0:1794048
26-09 09:41:21,0.498,0.498,99.005,0.0,0.0,0.0,705929216.0,24752128.0,889954304.0,2522689536.0,0.0,0.0,649.0,2197.0,0.0,0.0,java / 0:1794048
26-09 09:41:22,0.0,0.0,100.0,0.0,0.0,0.0,705929216.0,24752128.0,889954304.0,2522689536.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1794048
26-09 09:41:23,0.500,0.500,99.0,0.0,0.0,0.0,705896448.0,24752128.0,889954304.0,2522722304.0,0.0,0.0,350.0,1461.0,0.0,0.0,java / 0:1794048
26-09 09:41:24,0.0,0.0,100.0,0.0,0.0,0.0,705892352.0,24752128.0,889958400.0,2522722304.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1794048
26-09 09:41:25,0.498,0.498,98.010,0.995,0.0,0.0,705884160.0,24760320.0,889958400.0,2522722304.0,0.0,12288.0,175.0,813.0,0.0,2.0,java / 0:1794048
26-09 09:41:26,0.0,0.0,100.0,0.0,0.0,0.0,705851392.0,24760320.0,889958400.0,2522755072.0,0.0,0.0,350.0,1477.0,0.0,0.0,java / 0:1794048
26-09 09:41:27,0.498,0.498,99.005,0.0,0.0,0.0,705851392.0,24760320.0,889958400.0,2522755072.0,0.0,0.0,175.0,813.0,0.0,0.0,java / 0:1794048
26-09 09:41:28,0.500,0.0,99.500,0.0,0.0,0.0,705851392.0,24760320.0,889958400.0,2522755072.0,0.0,0.0,175.0,813.0,0.0,0.0,java / 0:1794048
26-09 09:41:29,0.503,0.0,99.497,0.0,0.0,0.0,705818624.0,24760320.0,889958400.0,2522787840.0,0.0,0.0,284.0,1359.0,0.0,0.0,java / 0:1794048
26-09 09:41:30,0.500,0.0,99.500,0.0,0.0,0.0,705818624.0,24760320.0,889958400.0,2522787840.0,0.0,0.0,175.0,813.0,0.0,0.0,java / 0:1794048
26-09 09:41:31,0.0,0.0,99.0,1.0,0.0,0.0,705810432.0,24768512.0,889958400.0,2522787840.0,0.0,12288.0,217.0,855.0,0.0,2.0,java / 0:1794048
26-09 09:41:32,0.498,0.498,99.005,0.0,0.0,0.0,705777664.0,24768512.0,889958400.0,2522820608.0,0.0,0.0,284.0,1375.0,0.0,0.0,java / 0:1794048
26-09 09:41:33,0.0,0.503,98.492,1.005,0.0,0.0,705732608.0,24772608.0,889966592.0,2522853376.0,4096.0,34938880.0,175.0,813.0,1.0,67.0,java / 0:1794048
26-09 09:41:34,0.0,0.0,100.0,0.0,0.0,0.0,705732608.0,24772608.0,889966592.0,2522853376.0,0.0,0.0,175.0,845.0,0.0,0.0,java / 0:1794048
26-09 09:41:35,0.495,0.990,98.515,0.0,0.0,0.0,705699840.0,24772608.0,889966592.0,2522886144.0,0.0,0.0,284.0,1359.0,0.0,0.0,java / 0:1794048
26-09 09:41:36,0.0,0.0,100.0,0.0,0.0,0.0,705699840.0,24772608.0,889966592.0,2522886144.0,0.0,0.0,175.0,813.0,0.0,0.0,java / 0:1794048
26-09 09:41:37,0.500,0.500,98.0,1.0,0.0,0.0,705691648.0,24780800.0,889966592.0,2522886144.0,0.0,40960.0,277.0,879.0,0.0,3.0,java / 0:1794048
26-09 09:41:38,0.0,0.500,99.500,0.0,0.0,0.0,705658880.0,24780800.0,889966592.0,2522918912.0,0.0,192512.0,350.0,1477.0,0.0,17.0,java / 0:16384
26-09 09:41:39,0.0,0.503,99.497,0.0,0.0,0.0,705658880.0,24780800.0,889966592.0,2522918912.0,0.0,0.0,241.0,947.0,0.0,0.0,java / 0:16384
26-09 09:41:40,0.0,0.0,100.0,0.0,0.0,0.0,705626112.0,24780800.0,889966592.0,2522951680.0,0.0,0.0,319.0,1369.0,0.0,0.0,java / 0:16384
26-09 09:41:41,0.498,0.498,99.005,0.0,0.0,0.0,705626112.0,24780800.0,889966592.0,2522951680.0,0.0,0.0,241.0,1168.0,0.0,0.0,java / 0:16384
26-09 09:41:42,0.0,0.0,100.0,0.0,0.0,0.0,705609728.0,24780800.0,889966592.0,2522968064.0,0.0,0.0,175.0,359.0,0.0,0.0,java / 0:16384
26-09 09:41:43,0.498,0.995,97.512,0.995,0.0,0.0,705507328.0,24788992.0,891179008.0,2521849856.0,0.0,36864.0,1242823.0,1179873.0,0.0,3.0,java / 0:1245184
26-09 09:41:44,1.515,0.505,97.980,0.0,0.0,0.0,704970752.0,24788992.0,895107072.0,2518458368.0,0.0,0.0,4055057.0,4120121.0,0.0,0.0,java / 0:4026368
26-09 09:41:45,0.508,0.508,98.985,0.0,0.0,0.0,705040384.0,24788992.0,899354624.0,2514141184.0,0.0,0.0,4177879.0,4182330.0,0.0,0.0,java / 0:4227072
26-09 09:41:46,1.500,0.500,97.500,0.0,0.0,0.500,705359872.0,24788992.0,903458816.0,2509717504.0,0.0,0.0,4112491.0,4116768.0,0.0,0.0,java / 0:4096000
26-09 09:41:47,0.0,1.508,98.492,0.0,0.0,0.0,705667072.0,24788992.0,907567104.0,2505302016.0,0.0,0.0,4177670.0,4183023.0,0.0,0.0,java / 0:4161536
26-09 09:41:48,0.505,1.010,97.475,1.010,0.0,0.0,705351680.0,24797184.0,911769600.0,2501406720.0,0.0,40960.0,4177021.0,4181832.0,0.0,2.0,java / 0:4161536
26-09 09:41:49,1.005,0.503,97.990,0.0,0.0,0.503,705822720.0,24797184.0,916000768.0,2496704512.0,0.0,0.0,4242499.0,4248638.0,0.0,0.0,java / 0:4161536
26-09 09:41:50,0.0,1.010,98.990,0.0,0.0,0.0,705421312.0,24797184.0,920264704.0,2492841984.0,0.0,0.0,4242452.0,4247638.0,0.0,0.0,java / 0:4227072
26-09 09:41:51,1.0,1.0,98.0,0.0,0.0,0.0,705978368.0,24797184.0,924385280.0,2488164352.0,0.0,0.0,4177021.0,4181897.0,0.0,0.0,java / 0:4227072
26-09 09:41:52,0.0,1.015,98.985,0.0,0.0,0.0,705691648.0,24797184.0,928567296.0,2484269056.0,0.0,0.0,4177153.0,4181831.0,0.0,0.0,java / 0:4096000
26-09 09:41:53,2.0,0.500,96.500,1.0,0.0,0.0,705708032.0,24805376.0,932798464.0,2480013312.0,0.0,20480.0,4177526.0,4182677.0,0.0,2.0,java / 0:4194304
26-09 09:41:54,1.005,1.005,97.990,0.0,0.0,0.0,705994752.0,24805376.0,937025536.0,2475499520.0,0.0,0.0,4307995.0,4312727.0,0.0,0.0,java / 0:4259840
26-09 09:41:55,0.0,1.005,98.492,0.0,0.0,0.503,706584576.0,24805376.0,941232128.0,2470703104.0,0.0,0.0,4242475.0,4247158.0,0.0,0.0,java / 0:4222976
26-09 09:41:56,1.005,1.005,97.990,0.0,0.0,0.0,706560000.0,24805376.0,945541120.0,2466418688.0,0.0,0.0,4373624.0,4378622.0,0.0,0.0,java / 0:4358144
26-09 09:41:57,0.0,1.015,98.985,0.0,0.0,0.0,706551808.0,24805376.0,950026240.0,2461941760.0,0.0,0.0,4372855.0,4377746.0,0.0,0.0,java / 0:4354048
26-09 09:41:58,0.503,1.005,96.985,1.005,0.0,0.503,706195456.0,24813568.0,954134528.0,2458181632.0,0.0,20480.0,4307863.0,4312552.0,0.0,2.0,java / 0:4288512
26-09 09:41:59,1.493,0.995,97.512,0.0,0.0,0.0,706351104.0,24813568.0,958107648.0,2454052864.0,0.0,0.0,3916106.0,3921019.0,0.0,0.0,java / 0:3969024
26-09 09:42:00,0.508,0.508,98.985,0.0,0.0,0.0,706998272.0,24813568.0,962269184.0,2449244160.0,0.0,0.0,4111963.0,4116504.0,0.0,0.0,java / 0:4091904
26-09 09:42:01,0.505,1.010,98.485,0.0,0.0,0.0,706781184.0,24813568.0,966508544.0,2445221888.0,0.0,0.0,4242343.0,4247092.0,0.0,0.0,java / 0:4227072
26-09 09:42:02,1.005,0.503,98.492,0.0,0.0,0.0,706899968.0,24813568.0,970616832.0,2440994816.0,0.0,0.0,4177064.0,4182393.0,0.0,0.0,java / 0:4161536
26-09 09:42:03,0.500,1.0,97.0,1.0,0.0,0.500,707031040.0,24821760.0,974954496.0,2436517888.0,0.0,20480.0,4308523.0,4313976.0,0.0,2.0,java / 0:4227072
26-09 09:42:04,0.500,2.0,97.500,0.0,0.0,0.0,707170304.0,24821760.0,978964480.0,2432368640.0,0.0,0.0,4177087.0,4181876.0,0.0,0.0,java / 0:4227072
26-09 09:42:05,1.980,1.980,96.040,0.0,0.0,0.0,707469312.0,24821760.0,983597056.0,2427437056.0,0.0,0.0,4504334.0,4509048.0,0.0,0.0,java / 0:4485120
26-09 09:42:06,1.005,1.005,97.990,0.0,0.0,0.0,707055616.0,24821760.0,987938816.0,2423508992.0,0.0,0.0,4372987.0,4377849.0,0.0,0.0,java / 0:4292608
26-09 09:42:07,0.503,1.005,98.492,0.0,0.0,0.0,707571712.0,24821760.0,992186368.0,2418745344.0,0.0,0.0,4307533.0,4312588.0,0.0,0.0,java / 0:4288512
26-09 09:42:08,0.500,2.0,97.0,0.500,0.0,0.0,707588096.0,24829952.0,996577280.0,2414329856.0,0.0,57344.0,4372623.0,4313215.0,0.0,7.0,java / 0:4374528
26-09 09:42:09,0.505,1.010,98.485,0.0,0.0,0.0,707854336.0,24829952.0,1000722432.0,2409918464.0,0.0,0.0,4244004.0,4312645.0,0.0,0.0,java / 0:4288512
26-09 09:42:10,1.990,0.995,97.015,0.0,0.0,0.0,707981312.0,24829952.0,1005109248.0,2405404672.0,0.0,0.0,4242913.0,4247369.0,0.0,0.0,java / 0:4161536
26-09 09:42:11,1.0,1.0,97.500,0.0,0.0,0.500,707571712.0,24829952.0,1009319936.0,2401603584.0,0.0,0.0,4242716.0,4247872.0,0.0,0.0,java / 0:4292608
26-09 09:42:12,0.505,1.010,98.485,0.0,0.0,0.0,707813376.0,24829952.0,1013522432.0,2397159424.0,0.0,0.0,4307929.0,4312785.0,0.0,0.0,java / 0:4222976
26-09 09:42:13,1.493,0.995,95.522,1.493,0.0,0.498,707964928.0,24838144.0,1017802752.0,2392719360.0,0.0,73728.0,4307731.0,4312521.0,0.0,10.0,java / 0:4296704
26-09 09:42:14,1.005,0.503,97.990,0.0,0.0,0.503,708272128.0,24838144.0,1021976576.0,2388238336.0,0.0,0.0,4188362.0,4189214.0,0.0,0.0,java / 0:4157440
26-09 09:42:15,0.505,1.010,98.485,0.0,0.0,0.0,708517888.0,24838144.0,1026101248.0,2383867904.0,0.0,0.0,4149364.0,4156705.0,0.0,0.0,java / 0:4136960
26-09 09:42:16,1.0,1.0,97.500,0.0,0.0,0.500,708509696.0,24838144.0,1030340608.0,2379636736.0,0.0,0.0,4311145.0,4321521.0,0.0,0.0,java / 0:4292608
26-09 09:42:17,0.508,0.508,98.985,0.0,0.0,0.0,708538368.0,24838144.0,1034567680.0,2375380992.0,0.0,0.0,4112633.0,4117666.0,0.0,0.0,java / 0:4096000
26-09 09:42:18,0.508,3.046,74.112,22.335,0.0,0.0,708866048.0,24850432.0,1038680064.0,2370928640.0,4096.0,135331840.0,4182103.0,4213933.0,1.0,160.0,java / 0:4161536
26-09 09:42:19,1.005,0.503,98.492,0.0,0.0,0.0,708689920.0,24850432.0,1042841600.0,2366943232.0,0.0,0.0,4177087.0,4181891.0,0.0,0.0,java / 0:4161536
26-09 09:42:20,1.0,0.500,98.0,0.0,0.0,0.500,709029888.0,24850432.0,1047080960.0,2362363904.0,0.0,0.0,4177262.0,4182479.0,0.0,0.0,java / 0:4227072
26-09 09:42:21,1.0,1.0,98.0,0.0,0.0,0.0,708800512.0,24850432.0,1051115520.0,2358558720.0,0.0,0.0,4111699.0,4116541.0,0.0,0.0,java / 0:4096000
26-09 09:42:22,0.500,1.500,98.0,0.0,0.0,0.0,709120000.0,24850432.0,1055309824.0,2354044928.0,0.0,0.0,4177087.0,4181935.0,0.0,0.0,java / 0:4091904
26-09 09:42:23,1.485,0.990,96.040,0.990,0.0,0.495,709267456.0,24858624.0,1059282944.0,2349916160.0,0.0,57344.0,3981362.0,3986432.0,0.0,2.0,java / 0:4034560
26-09 09:42:24,1.005,0.503,98.492,0.0,0.0,0.0,708993024.0,24858624.0,1063321600.0,2346151936.0,0.0,0.0,4112095.0,4116548.0,0.0,0.0,java / 0:4030464
26-09 09:42:25,1.005,1.005,97.990,0.0,0.0,0.0,709292032.0,24858624.0,1067630592.0,2341543936.0,0.0,0.0,4242475.0,4247458.0,0.0,0.0,java / 0:4227072
26-09 09:42:26,1.0,1.0,97.500,0.0,0.0,0.500,709701632.0,24858624.0,1071706112.0,2337058816.0,0.0,0.0,4177262.0,4182414.0,0.0,0.0,java / 0:4157440
26-09 09:42:27,1.005,0.503,98.492,0.0,0.0,0.0,709373952.0,24858624.0,1075830784.0,2333261824.0,0.0,0.0,4177351.0,4181933.0,0.0,0.0,java / 0:4227072
26-09 09:42:28,0.995,1.493,96.517,0.995,0.0,0.0,709795840.0,24866816.0,1080111104.0,2328551424.0,0.0,20480.0,4177153.0,4181867.0,0.0,2.0,java / 0:4096000
26-09 09:42:29,2.0,0.0,97.500,0.0,0.0,0.500,709521408.0,24866816.0,1084280832.0,2324656128.0,0.0,0.0,4242782.0,4247748.0,0.0,0.0,java / 0:4227072
26-09 09:42:30,0.503,0.503,98.492,0.0,0.0,0.503,709849088.0,24866816.0,1088425984.0,2320183296.0,0.0,0.0,4242805.0,4247392.0,0.0,0.0,java / 0:4288512
26-09 09:42:31,0.503,1.005,98.492,0.0,0.0,0.0,709873664.0,24866816.0,1092788224.0,2315796480.0,0.0,0.0,4307995.0,4312521.0,0.0,0.0,java / 0:4227072
26-09 09:42:32,1.005,0.503,98.492,0.0,0.0,0.0,710270976.0,24866816.0,1096839168.0,2311348224.0,0.0,0.0,4112336.0,4116984.0,0.0,0.0,java / 0:4161536
26-09 09:42:33,1.990,0.995,96.517,0.498,0.0,0.0,709894144.0,24875008.0,1100853248.0,2307702784.0,0.0,20480.0,4046971.0,4051112.0,0.0,2.0,java / 0:3969024
26-09 09:42:34,0.505,1.515,96.970,0.505,0.0,0.505,709722112.0,24883200.0,1105133568.0,2303586304.0,0.0,32768.0,4177147.0,4182189.0,0.0,3.0,java / 0:4161536
26-09 09:42:35,0.500,1.0,98.0,0.0,0.0,0.500,710193152.0,24883200.0,1109340160.0,2298908672.0,0.0,0.0,4242452.0,4247654.0,0.0,0.0,java / 0:4288512
26-09 09:42:36,1.005,0.503,98.492,0.0,0.0,0.0,710418432.0,24883200.0,1113432064.0,2294591488.0,0.0,0.0,4242673.0,4247158.0,0.0,0.0,java / 0:4161536
26-09 09:42:37,0.505,1.010,98.485,0.0,0.0,0.0,710500352.0,24883200.0,1117827072.0,2290114560.0,0.0,0.0,4307731.0,4312419.0,0.0,0.0,java / 0:4292608
26-09 09:42:38,0.505,0.505,98.485,0.0,0.0,0.505,711045120.0,24883200.0,1122463744.0,2284933120.0,0.0,28672.0,4634450.0,4639600.0,0.0,4.0,java / 0:4698112
26-09 09:42:39,1.0,0.0,97.500,1.0,0.0,0.500,710610944.0,24891392.0,1126531072.0,2281291776.0,0.0,32768.0,4112005.0,4116497.0,0.0,2.0,java / 0:4091904
26-09 09:42:40,1.010,0.505,98.485,0.0,0.0,0.0,710627328.0,24891392.0,1130610688.0,2277195776.0,0.0,0.0,4046311.0,4051127.0,0.0,0.0,java / 0:4030464
26-09 09:42:41,0.0,1.010,98.990,0.0,0.0,0.0,710766592.0,24891392.0,1134497792.0,2273169408.0,0.0,0.0,4046618.0,4051657.0,0.0,0.0,java / 0:4034560
26-09 09:42:42,1.493,0.995,97.512,0.0,0.0,0.0,711139328.0,24891392.0,1138765824.0,2268528640.0,0.0,0.0,4242409.0,4247092.0,0.0,0.0,java / 0:4157440
26-09 09:42:43,0.505,1.010,98.485,0.0,0.0,0.0,710840320.0,24891392.0,1143054336.0,2264539136.0,0.0,77824.0,4177165.0,4182345.0,0.0,17.0,java / 0:4161536
26-09 09:42:44,0.508,0.508,98.985,0.0,0.0,0.0,711262208.0,24899584.0,1147019264.0,2260144128.0,0.0,36864.0,4047003.0,4020112.0,0.0,3.0,java / 0:4030464
26-09 09:42:45,0.995,0.995,97.512,0.0,0.0,0.498,711258112.0,24899584.0,1151016960.0,2256150528.0,0.0,0.0,4046850.0,4083552.0,0.0,0.0,java / 0:4034560
26-09 09:42:46,0.505,0.505,98.990,0.0,0.0,0.0,711053312.0,24899584.0,1155276800.0,2252095488.0,0.0,0.0,4177080.0,4181823.0,0.0,0.0,java / 0:4227072
26-09 09:42:47,1.005,0.503,98.492,0.0,0.0,0.0,711557120.0,24899584.0,1159385088.0,2247483392.0,0.0,0.0,4177326.0,4182375.0,0.0,0.0,java / 0:4091904
26-09 09:42:48,1.010,1.010,93.434,4.545,0.0,0.0,711708672.0,24903680.0,1160540160.0,2246172672.0,4096.0,135270400.0,1143282.0,1145969.0,1.0,131.0,java / 0:1142784
26-09 09:42:49,0.500,0.0,99.500,0.0,0.0,0.0,711639040.0,24903680.0,1160544256.0,2246238208.0,0.0,0.0,175.0,861.0,0.0,0.0,java / 0:1142784
26-09 09:42:50,0.500,0.500,97.500,1.500,0.0,0.0,711630848.0,24911872.0,1160544256.0,2246238208.0,0.0,61440.0,284.0,1359.0,0.0,2.0,java / 0:1142784
26-09 09:42:51,0.0,0.0,100.0,0.0,0.0,0.0,711630848.0,24911872.0,1160544256.0,2246238208.0,0.0,0.0,241.0,931.0,0.0,0.0,java / 0:1142784
26-09 09:42:52,0.0,0.500,99.500,0.0,0.0,0.0,711598080.0,24911872.0,1160544256.0,2246270976.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1142784
26-09 09:42:53,0.498,0.498,99.005,0.0,0.0,0.0,711598080.0,24911872.0,1160544256.0,2246270976.0,0.0,0.0,284.0,1359.0,0.0,0.0,java / 0:1142784
26-09 09:42:54,0.500,0.0,99.500,0.0,0.0,0.0,711598080.0,24911872.0,1160544256.0,2246270976.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1142784
26-09 09:42:55,0.0,0.503,99.497,0.0,0.0,0.0,711565312.0,24911872.0,1160544256.0,2246303744.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1142784
26-09 09:42:56,0.500,0.0,98.500,1.0,0.0,0.0,711553024.0,24924160.0,1160544256.0,2246303744.0,0.0,49152.0,284.0,1359.0,0.0,2.0,java / 0:1142784
26-09 09:42:57,0.500,0.0,99.500,0.0,0.0,0.0,711520256.0,24924160.0,1160544256.0,2246336512.0,0.0,0.0,241.0,931.0,0.0,0.0,java / 0:1142784
26-09 09:42:58,0.500,0.0,99.500,0.0,0.0,0.0,711520256.0,24924160.0,1160544256.0,2246336512.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1142784
26-09 09:42:59,0.500,0.500,99.0,0.0,0.0,0.0,711520256.0,24924160.0,1160544256.0,2246336512.0,0.0,0.0,350.0,1461.0,0.0,0.0,java / 0:1142784
26-09 09:43:00,0.0,0.500,99.500,0.0,0.0,0.0,711487488.0,24924160.0,1160544256.0,2246369280.0,0.0,0.0,217.0,879.0,0.0,0.0,java / 0:1142784
26-09 09:43:01,0.0,0.500,99.500,0.0,0.0,0.0,711487488.0,24924160.0,1160544256.0,2246369280.0,0.0,0.0,241.0,891.0,0.0,0.0,java / 0:1142784
26-09 09:43:02,0.0,0.0,98.995,1.005,0.0,0.0,711479296.0,24932352.0,1160544256.0,2246369280.0,0.0,12288.0,284.0,1359.0,0.0,2.0,java / 0:1142784
26-09 09:43:03,0.0,0.503,99.497,0.0,0.0,0.0,711446528.0,24932352.0,1160544256.0,2246402048.0,0.0,0.0,241.0,931.0,0.0,0.0,java / 0:1142784
26-09 09:43:04,0.498,0.498,99.005,0.0,0.0,0.0,711446528.0,24932352.0,1160544256.0,2246402048.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1142784
26-09 09:43:05,0.500,0.0,99.500,0.0,0.0,0.0,711413760.0,24932352.0,1160544256.0,2246434816.0,0.0,0.0,284.0,1359.0,0.0,0.0,java / 0:1142784
26-09 09:43:06,0.0,0.0,100.0,0.0,0.0,0.0,711413760.0,24932352.0,1160544256.0,2246434816.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:1142784
26-09 09:43:07,0.500,0.500,99.0,0.0,0.0,0.0,711413760.0,24932352.0,1160544256.0,2246434816.0,0.0,0.0,175.0,813.0,0.0,0.0,java / 0:1142784
26-09 09:43:08,0.503,0.0,97.990,1.508,0.0,0.0,711380992.0,24948736.0,1160527872.0,2246467584.0,4096.0,49152.0,350.0,1461.0,1.0,8.0,java / 0:16384
26-09 09:43:09,0.0,0.0,100.0,0.0,0.0,0.0,711356416.0,24948736.0,1160552448.0,2246467584.0,0.0,0.0,175.0,861.0,0.0,0.0,java / 0:4096
26-09 09:43:10,0.995,0.0,99.005,0.0,0.0,0.0,711356416.0,24948736.0,1160552448.0,2246467584.0,0.0,0.0,175.0,837.0,0.0,0.0,java / 0:4096
26-09 09:43:11,0.0,0.503,99.497,0.0,0.0,0.0,711323648.0,24948736.0,1160552448.0,2246500352.0,0.0,0.0,350.0,1461.0,0.0,0.0,java / 0:4096
26-09 09:43:12,0.0,0.0,100.0,0.0,0.0,0.0,711323648.0,24948736.0,1160552448.0,2246500352.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:4096
26-09 09:43:13,0.503,0.0,99.497,0.0,0.0,0.0,711290880.0,24948736.0,1160552448.0,2246533120.0,0.0,0.0,241.0,915.0,0.0,0.0,java / 0:4096
26-09 09:43:14,0.495,0.495,98.515,0.495,0.0,0.0,711282688.0,24956928.0,1160552448.0,2246533120.0,0.0,40960.0,350.0,1461.0,0.0,2.0,java / 0:4096
26-09 09:43:15,0.0,0.0,100.0,0.0,0.0,0.0,711282688.0,24956928.0,1160552448.0,2246533120.0,0.0,0.0,175.0,829.0,0.0,0.0,java / 0:4096
